"No.","Time","Source","Destination","Protocol","Length","HID Data","Info"
"681","59.375896","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"683","59.495904","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"685","59.567908","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"687","59.655926","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"689","59.831943","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"691","59.975949","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"693","60.183982","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"695","60.255980","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"697","60.311980","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"699","60.375984","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"701","62.760255","1.1.1","host","USB","35","0000370000000000","URB_INTERRUPT in"
"703","62.880262","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"705","63.864359","1.1.1","host","USB","35","0000280000000000","URB_INTERRUPT in"
"707","63.904361","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"709","64.000371","1.1.1","host","USB","35","0000280000000000","URB_INTERRUPT in"
"711","64.048376","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"713","65.736568","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"715","65.840588","1.1.1","host","USB","35","0200170000000000","URB_INTERRUPT in"
"717","65.904574","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"719","65.944576","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"721","66.032584","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"723","66.104596","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"725","66.176603","1.1.1","host","USB","35","0000081500000000","URB_INTERRUPT in"
"727","66.208606","1.1.1","host","USB","35","0000150000000000","URB_INTERRUPT in"
"729","66.288614","1.1.1","host","USB","35","0000150800000000","URB_INTERRUPT in"
"731","66.320620","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"733","66.384626","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"735","66.504639","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"737","66.584647","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"739","66.592644","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"741","66.664653","1.1.1","host","USB","35","0000041500000000","URB_INTERRUPT in"
"743","66.704665","1.1.1","host","USB","35","0000150000000000","URB_INTERRUPT in"
"745","66.768663","1.1.1","host","USB","35","0000150800000000","URB_INTERRUPT in"
"747","66.808670","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"749","66.864676","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"751","66.920680","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"753","67.008703","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"755","67.048695","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"757","67.128717","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"759","67.168708","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"761","67.240730","1.1.1","host","USB","35","0000121000000000","URB_INTERRUPT in"
"763","67.304730","1.1.1","host","USB","35","0000100000000000","URB_INTERRUPT in"
"765","67.336733","1.1.1","host","USB","35","0000100800000000","URB_INTERRUPT in"
"767","67.344743","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"769","67.408743","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"771","67.456750","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"773","67.552763","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"775","67.608762","1.1.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"777","67.696779","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"779","67.776785","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"781","67.848786","1.1.1","host","USB","35","0000040600000000","URB_INTERRUPT in"
"783","67.896792","1.1.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"785","67.920794","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"787","68.024804","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"789","68.112824","1.1.1","host","USB","35","0000171600000000","URB_INTERRUPT in"
"791","68.128818","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"793","68.192830","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"795","68.208826","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"797","68.312839","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"799","68.600865","1.1.1","host","USB","35","00001c0000000000","URB_INTERRUPT in"
"801","68.720880","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"803","68.840904","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"805","68.928912","1.1.1","host","USB","35","0000121800000000","URB_INTERRUPT in"
"807","68.976909","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"809","69.024913","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"811","69.176921","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"813","69.272932","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"815","69.408948","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"817","69.520958","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"819","69.592965","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"821","69.672975","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"823","69.784986","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"825","69.872995","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"827","69.888995","1.1.1","host","USB","35","0000100000000000","URB_INTERRUPT in"
"829","70.017013","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"831","70.161027","1.1.1","host","USB","35","0000190000000000","URB_INTERRUPT in"
"833","70.233034","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"835","70.273038","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"837","70.361053","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"839","70.489077","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"841","70.553073","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"843","70.945130","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"845","71.041128","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"847","71.081133","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"849","71.161141","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"851","71.273153","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"853","71.345167","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"855","71.521172","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"857","71.617182","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"859","71.721192","1.1.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"861","71.817203","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"863","73.033346","1.1.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"865","73.129351","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"867","73.209365","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"869","73.313378","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"871","73.393385","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"873","73.457384","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"875","73.553396","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"877","73.601408","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"879","73.769425","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"881","73.849426","1.1.1","host","USB","35","00000c1100000000","URB_INTERRUPT in"
"883","73.889432","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"885","73.929430","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"887","74.009446","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"889","74.057450","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"891","74.161467","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"893","74.241468","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"895","74.329477","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"897","74.441489","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"899","74.449487","1.1.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"901","74.497504","1.1.1","host","USB","35","0000090800000000","URB_INTERRUPT in"
"903","74.553510","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"905","74.569508","1.1.1","host","USB","35","0000082c00000000","URB_INTERRUPT in"
"907","74.585504","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"909","74.641514","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"911","74.721510","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"913","74.793520","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"915","74.801519","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"917","74.881531","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"919","74.905534","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"921","74.969538","1.1.1","host","USB","35","0000041700000000","URB_INTERRUPT in"
"923","74.985555","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"925","75.025554","1.1.1","host","USB","35","0000172c00000000","URB_INTERRUPT in"
"927","75.041547","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"929","75.105552","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"931","75.225567","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"933","75.321576","1.1.1","host","USB","35","00000f0800000000","URB_INTERRUPT in"
"935","75.329577","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"937","75.417592","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"939","75.425586","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"941","75.489593","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"943","75.729618","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"945","75.801627","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"947","76.145672","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"949","76.209676","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"951","76.217681","1.1.1","host","USB","35","0000190000000000","URB_INTERRUPT in"
"953","76.353692","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"955","76.593728","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"957","76.665724","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"959","76.793749","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"961","76.881752","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"963","77.185775","1.1.1","host","USB","35","00001c0000000000","URB_INTERRUPT in"
"965","77.289791","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"967","77.401800","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"969","77.465803","1.1.1","host","USB","35","0000121800000000","URB_INTERRUPT in"
"971","77.521810","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"973","77.553813","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"975","77.681827","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"977","77.753841","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"979","77.889861","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"981","78.001866","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"983","78.209899","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"985","78.273903","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"987","78.329910","1.1.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"989","78.425910","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"991","78.521925","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"993","78.609942","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"995","78.689950","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"997","78.761958","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"999","78.865968","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"1001","78.937977","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1003","79.001975","1.1.1","host","USB","35","00000a0000000000","URB_INTERRUPT in"
"1005","79.097990","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1007","79.113989","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"1009","79.209998","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1011","79.314017","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"1013","79.402017","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1015","79.426022","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"1017","79.514030","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1019","79.738063","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"1021","79.826073","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1023","80.106090","1.1.1","host","USB","35","0000370000000000","URB_INTERRUPT in"
"1025","80.186094","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1027","80.218096","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"1029","80.298105","1.1.1","host","USB","35","02002c0000000000","URB_INTERRUPT in"
"1031","80.330108","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"1033","80.394115","1.1.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"1035","80.458122","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"1037","80.474134","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1039","80.826166","1.1.1","host","USB","35","0000340000000000","URB_INTERRUPT in"
"1041","80.930174","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1043","81.042186","1.1.1","host","USB","35","0000100000000000","URB_INTERRUPT in"
"1045","81.114191","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1047","81.226205","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"1049","81.290213","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1051","81.410237","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"1053","81.506239","1.1.1","host","USB","35","0000111200000000","URB_INTERRUPT in"
"1055","81.570245","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"1057","81.634254","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1059","81.642250","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"1061","81.738265","1.1.1","host","USB","35","0000172c00000000","URB_INTERRUPT in"
"1063","81.746265","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"1065","81.818270","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1067","81.882283","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"1069","81.938296","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1071","82.002302","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"1073","82.074309","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1075","82.090306","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"1077","82.138314","1.1.1","host","USB","35","00000f0e00000000","URB_INTERRUPT in"
"1079","82.170313","1.1.1","host","USB","35","00000e0000000000","URB_INTERRUPT in"
"1081","82.218319","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"1083","82.322337","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"1085","82.386329","1.1.1","host","USB","35","00000c1100000000","URB_INTERRUPT in"
"1087","82.434332","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"1089","82.474337","1.1.1","host","USB","35","0000110a00000000","URB_INTERRUPT in"
